GEOID,state,county,tract,NAME,total_people,percent_hispanic,percent_nonhisp,percent_white_nonhisp,percent_black_nonhisp,percent_aian_nonhisp,percent_asian_nonhisp,percent_nhpi_nonhisp,percent_other_nonhisp,percent_two_or_more_nonhisp,total_units_in_structure,boat_rv_van,mobile_home,50_plus_units,20_to_49_units,10_to_19_units,5_to_9_units,3_or_4_units,2_units,1_unit_attached_home,1_unit_detached_home,percent_kids_under18,percent_kids_under6,percent_kids_6to17,housing_units,median_gross_rent,median_owner_cost_no_mortgage,median_owner_cost_mortgage,median_owner_cost,percent_renter_occupied,percent_owner_occupied,black_female_under5,black_female_5to9,black_female_10to14,black_female_15to17,black_male_under5,black_male_5to9,black_male_10to14,black_male_15to17,white_male_under5,white_male_5to9,white_male_10to14,white_male_15to17,white_female_under5,white_female_5to9,white_female_10to14,white_female_15to17,native_male_under5,native_male_5to9,native_male_10to14,native_male_15to17,native_female_under5,native_female_5to9,native_female_10to14,native_female_15to17,asian_male_under5,asian_male_5to9,asian_male_10to14,asian_male_15to17,asian_female_under5,asian_female_5to9,asian_female_10to14,asian_female_15to17,hisp_male_under5,hisp_male_5to9,hisp_male_10to14,hisp_male_15to17,hisp_female_under5,hisp_female_5to9,hisp_female_10to14,hisp_female15to17,nhpi_male_under5,nhpi_male_5to9,nhpi_male_10to14,nhpi_male_15to17,nhpi_female_under5,nhpi_female_5to9,nhpi_female_10to14,nhpi_female_15to17,other_male_under5,other_male_5to9,other_male_10to14,other_male_15to17,other_female_under5,other_female_5to9,other_female_10to14,other_female_15to17
37119001919,37,119,001919,"Census Tract 19.19, Mecklenburg County, North Carolina",4220,0.2800947867298578,0.7199052132701422,0.2443127962085308,0.318957345971564,0.0014218009478672985,0.1061611374407583,0,0.018957345971563982,0.03009478672985782,1717,0,0,12,53,98,288,83,0,97,1086,1.1635220125786163,0.5106918238993711,0.6528301886792452,1717,970,432,1226,1065,0.420012353304509,0.5799876466954911,72,7,53,0,23,0,0,48,0,12,30,0,18,42,19,16,0,0,0,0,0,41,0,0,33,0,0,0,36,0,15,16,64,85,68,42,26,157,50,56,0,0,0,0,0,0,0,0,29,76,59,34,0,108,26,22
37119001920,37,119,001920,"Census Tract 19.20, Mecklenburg County, North Carolina",5973,0.4488531726100787,0.5511468273899213,0.19655114682738992,0.3045370835426084,0,0.03733467269378871,0,0.0055248618784530384,0.007199062447681232,1724,0,0,11,164,47,155,82,14,28,1223,1.2275618374558304,0.49964664310954066,0.7279151943462897,1724,1310,341,1109,1019,0.38057901085645357,0.6194209891435465,21,23,62,23,53,35,0,60,10,42,36,31,68,68,0,0,0,0,41,0,47,10,0,0,0,0,0,0,0,19,42,0,236,153,212,48,163,191,142,63,0,0,0,0,0,0,0,0,134,137,124,46,96,96,153,47
37119001921,37,119,001921,"Census Tract 19.21, Mecklenburg County, North Carolina",2798,0.2355253752680486,0.7644746247319514,0.20621872766261615,0.3895639742673338,0.006075768406004289,0.13688348820586133,0.011079342387419585,0,0.014653323802716226,907,0,10,0,0,0,0,0,0,12,885,1.046583850931677,0.29347826086956524,0.7531055900621118,907,1229,397,984,802,0.3002336448598131,0.6997663551401869,11,22,29,21,32,91,5,21,0,1,36,16,0,9,25,17,0,0,0,0,0,0,0,0,3,9,59,20,0,12,0,0,50,57,51,20,44,22,11,9,0,0,0,0,0,0,8,7,8,25,49,0,0,0,3,1
37119001922,37,119,001922,"Census Tract 19.22, Mecklenburg County, North Carolina",5332,0.30213803450862714,0.6978619654913728,0.22280570142535633,0.43623405851462865,0,0.007126781695423856,0,0,0.03169542385596399,1836,0,80,0,0,0,68,32,13,52,1591,1.1520423600605143,0.41074130105900153,0.7413010590015129,1836,1187,394,1271,1075,0.3136231884057971,0.6863768115942029,186,161,46,66,40,85,99,97,8,27,14,92,0,20,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,107,60,28,128,93,35,14,0,0,0,0,0,0,0,0,95,74,38,28,103,54,19,10
37119001923,37,119,001923,"Census Tract 19.23, Mecklenburg County, North Carolina",4209,0.2832026609645997,0.7167973390354003,0.25706818721786645,0.44903777619387025,0.005939653124257543,0.0023758612497030173,0,0,0.0023758612497030173,1762,0,0,8,183,168,217,50,60,260,816,1.068020304568528,0.4020304568527919,0.665989847715736,1762,1287,406,1072,966,0.5611285266457681,0.438871473354232,45,41,0,60,81,70,18,56,8,15,9,0,25,14,40,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,62,70,79,22,137,53,67,53,0,0,0,0,0,0,0,0,52,54,69,7,120,49,46,44
37119001924,37,119,001924,"Census Tract 19.24, Mecklenburg County, North Carolina",2360,0.23855932203389832,0.7614406779661017,0.08686440677966102,0.34872881355932206,0,0.26864406779661015,0,0.030508474576271188,0.026694915254237287,1066,0,0,86,139,124,59,167,0,36,455,1.5643564356435644,0.5594059405940595,1.004950495049505,1066,961,431,962,883,0.6066746126340882,0.3933253873659118,0,23,24,64,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,68,33,15,36,0,0,0,35,37,22,75,27,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,17,18,0
37119001925,37,119,001925,"Census Tract 19.25, Mecklenburg County, North Carolina",4784,0.1766304347826087,0.8233695652173914,0.09657190635451506,0.6642976588628763,0.007734113712374582,0.03887959866220736,0,0,0.01588628762541806,1907,0,0,151,139,324,341,184,0,186,582,1.219306466729147,0.6682286785379569,0.5510777881911902,1907,1167,396,1039,982,0.7386740331491712,0.2613259668508287,184,105,32,100,293,129,49,0,6,31,0,0,7,18,0,0,0,0,0,0,0,0,0,0,23,0,0,17,0,24,0,0,0,60,67,0,45,87,24,0,0,0,0,0,0,0,0,0,0,60,67,0,45,87,24,0
37119001926,37,119,001926,"Census Tract 19.26, Mecklenburg County, North Carolina",3374,0.12596324836988737,0.8740367516301126,0.2172495554238293,0.5666864256075874,0,0.014819205690574985,0,0.02934202726733847,0.04593953764078246,1843,0,0,113,300,297,370,64,15,314,370,1,0.10393700787401575,0.8960629921259843,1843,1060,392,1290,1153,0.713963963963964,0.28603603603603606,0,88,272,36,0,55,27,0,0,0,0,0,0,0,21,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
37119001927,37,119,001927,"Census Tract 19.27, Mecklenburg County, North Carolina",3138,0.3081580624601657,0.6918419375398343,0.11695347355003187,0.5423836838750796,0,0,0,0,0.032504780114722756,1514,0,45,79,286,627,336,141,0,0,0,1,0.22727272727272727,0.7727272727272727,1514,1115,NA,NA,NA,1,0,0,68,0,82,60,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,62,62,0,0,95,60,31,0,0,0,0,0,0,0,0,33,62,62,0,0,0,60,31
37119002004,37,119,002004,"Census Tract 20.04, Mecklenburg County, North Carolina",5666,0.10871867278503353,0.8912813272149664,0.5125308859865867,0.28697493822802683,0,0.044652312036710204,0,0.005824214613483939,0.04129897635015884,2226,0,0,32,21,467,363,135,29,34,1145,1.0400552486187846,0.3370165745856354,0.7030386740331491,2226,1309,896,1994,1814,0.42679558011049723,0.5732044198895028,0,0,0,58,115,130,201,0,134,49,152,73,19,120,0,14,0,0,0,0,0,0,0,0,0,0,20,0,0,23,0,0,220,103,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002005,37,119,002005,"Census Tract 20.05, Mecklenburg County, North Carolina",2736,0.10124269005847954,0.8987573099415205,0.7207602339181286,0.04422514619883041,0,0.125,0,3.654970760233918e-4,0.008406432748538011,1525,0,0,227,31,66,365,252,0,329,255,1,0.3595959595959596,0.6404040404040404,1525,1655,774,2584,1378,0.7823179791976226,0.21768202080237742,0,45,0,25,0,0,23,0,0,64,53,85,11,0,31,29,0,0,0,0,0,0,0,0,43,43,0,0,11,0,0,0,0,0,0,0,0,47,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002006,37,119,002006,"Census Tract 20.06, Mecklenburg County, North Carolina",3654,0.03749315818281335,0.9625068418171866,0.9285714285714286,0.025725232621784347,0,0.0021893814997263274,0.0060207991242474,0,0,1712,0,73,78,11,88,42,0,0,9,1411,1.017751479289941,0.18224852071005918,0.8355029585798817,1712,1499,751,2387,1800,0.23671497584541062,0.7632850241545893,0,0,0,0,0,0,0,0,27,169,46,42,82,83,285,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002007,37,119,002007,"Census Tract 20.07, Mecklenburg County, North Carolina",2426,0.04451772464962902,0.955482275350371,0.41467436108821104,0.32234130255564714,0.024319868095630668,0.1446826051112943,0,0.01772464962901896,0.031739488870568835,1201,8,0,91,0,0,259,0,0,156,687,1,0.21301775147928995,0.7869822485207101,1201,833,517,1398,1201,0.49501359927470534,0.5049864007252947,0,0,0,0,0,137,0,4,0,9,0,34,46,0,24,0,0,0,0,0,0,0,0,0,26,0,0,0,0,52,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002008,37,119,002008,"Census Tract 20.08, Mecklenburg County, North Carolina",2944,0.012907608695652174,0.9870923913043478,0.8135190217391305,0.14470108695652173,0,0.028872282608695652,0,0,0,1333,0,0,0,0,0,0,0,9,20,1304,1,0.5679824561403509,0.43201754385964913,1333,NA,573,1855,1525,0.02115987460815047,0.9788401253918495,0,0,61,0,0,63,0,12,46,28,54,9,119,66,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002100,37,119,002100,"Census Tract 21, Mecklenburg County, North Carolina",3053,0.03504749426793318,0.9649525057320668,0.6036685227644939,0.2017687520471667,0,0.07828365542089748,0,0,0.08123157549950868,1434,0,0,18,28,246,242,146,35,176,543,1.0546762589928058,0.6215827338129496,0.4330935251798561,1434,891,544,1754,1694,0.5648414985590778,0.43515850144092216,30,11,0,0,45,53,0,0,107,42,50,16,142,47,37,21,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002201,37,119,002201,"Census Tract 22.01, Mecklenburg County, North Carolina",2678,0.10231516056758776,0.8976848394324123,0.7834204630321135,0.07356235997012696,0,0.029499626587005227,0,0.011202389843166542,0,1159,0,0,0,267,30,77,57,36,63,629,1,0.40612516644474034,0.5938748335552596,1159,1207,703,2718,2515,0.42736644798500467,0.5726335520149953,0,13,0,0,0,0,0,0,61,45,218,17,45,69,66,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,60,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
37119002202,37,119,002202,"Census Tract 22.02, Mecklenburg County, North Carolina",3155,0.0196513470681458,0.9803486529318542,0.8665610142630745,0.09096671949286846,0,0.003803486529318542,0,0,0.01901743264659271,1423,0,0,63,130,272,46,85,28,210,589,1,0.2335216572504708,0.7664783427495292,1423,1461,586,3213,2427,0.4504227517294389,0.5495772482705611,0,0,0,0,0,0,0,0,91,9,116,45,16,59,66,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002300,37,119,002300,"Census Tract 23, Mecklenburg County, North Carolina",3197,0.04973412574288395,0.9502658742571161,0.02283390678761339,0.8995933687832343,0,0.003440725680325305,0,0,0.024397873005943073,1261,0,10,64,62,152,439,53,90,11,380,1.016832440703902,0.5210405508798776,0.4957918898240245,1261,908,282,930,647,0.795751633986928,0.2042483660130719,312,200,62,72,197,188,170,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,11,0,0,30,0,11,11,0,0,0,0,0,0,0,0,12,11,0,0,0,0,11,11
37119002400,37,119,002400,"Census Tract 24, Mecklenburg County, North Carolina",3163,0.047423332279481506,0.9525766677205185,0.8156813152070819,0.07239962061334176,0.011065444198545684,0.006006955422067657,0,0.0034777110338286435,0.04394562124565286,2002,0,4,635,142,59,247,245,76,197,397,1,0.36363636363636365,0.6363636363636364,2002,1316,583,2134,1901,0.670935412026726,0.3290645879732739,0,13,0,0,0,0,14,0,38,27,57,48,89,38,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002500,37,119,002500,"Census Tract 25, Mecklenburg County, North Carolina",2157,0.06815020862308763,0.9318497913769124,0.8062123319425127,0.08437644877144182,0,0.019935095039406582,0,0.004172461752433936,0.017153453871117292,1497,0,0,749,7,94,108,121,56,138,224,1,0.37155963302752293,0.6284403669724771,1497,1482,590,2970,2524,0.7362962962962963,0.2637037037037037,0,0,0,8,0,0,0,9,31,13,12,27,31,12,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002600,37,119,002600,"Census Tract 26, Mecklenburg County, North Carolina",1279,0.022673964034401875,0.9773260359655981,0.6497263487099296,0.2040656763096169,0.01641907740422205,0.060203283815480846,0,0,0.04691164972634871,808,0,0,257,91,53,95,32,12,29,239,1,0.3905325443786982,0.6094674556213018,808,1383,859,1929,1824,0.5804511278195489,0.4195488721804511,0,0,0,0,0,7,0,0,17,24,7,5,9,30,36,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002701,37,119,002701,"Census Tract 27.01, Mecklenburg County, North Carolina",3028,0.05548216644649934,0.9445178335535006,0.9184280052840158,0.010898282694848084,0,0.004953764861294584,0,0,0.01023778071334214,1305,0,0,77,137,28,60,90,78,128,707,1,0.2572062084257206,0.7427937915742794,1305,1364,1450,4001,2238,0.17609561752988048,0.8239043824701195,0,0,0,0,0,0,0,0,37,35,37,13,21,43,144,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,46,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
37119002702,37,119,002702,"Census Tract 27.02, Mecklenburg County, North Carolina",5912,0.03721244925575101,0.9627875507442489,0.8964817320703654,0.017929634641407306,3.3829499323410016e-4,0.034675236806495265,0,0,0.013362652232746955,2140,0,13,78,100,95,157,47,8,238,1404,1,0.28314457028647566,0.7168554297135243,2140,1549,1501,4001,3495,0.1761252446183953,0.8238747553816047,0,0,0,0,0,0,0,0,211,221,128,87,167,97,246,138,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,51,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
37119002800,37,119,002800,"Census Tract 28, Mecklenburg County, North Carolina",3892,0.011305241521068859,0.9886947584789312,0.9745632065775951,0.011048304213771839,0.0020554984583761563,0.0010277492291880781,0,0,0,1624,0,0,8,153,9,77,0,0,77,1300,1,0.3326867119301649,0.6673132880698351,1624,NA,1501,4001,3049,0.05738233397807866,0.9426176660219213,0,0,0,0,0,0,0,0,113,191,118,93,154,162,132,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002903,37,119,002903,"Census Tract 29.03, Mecklenburg County, North Carolina",4021,0.014672966923650834,0.9853270330763492,0.8560059686645113,0.06988311365332008,0,0.038298930614275056,0,0,0.021139020144242727,2228,0,0,419,206,40,196,143,74,291,859,1,0.18781725888324874,0.8121827411167513,2228,1385,1093,4001,3655,0.49872122762148335,0.5012787723785166,0,0,0,0,0,0,0,0,75,71,259,40,55,50,97,89,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002905,37,119,002905,"Census Tract 29.05, Mecklenburg County, North Carolina",3197,0.024085079762277136,0.9759149202377229,0.9055364404128871,0.01563966218329684,0.003753518923991242,0.026274632467938694,0,0.001876759461995621,0.02283390678761339,1619,0,0,586,32,22,0,0,0,65,914,1,0.2560706401766004,0.7439293598233996,1619,1770,1142,4001,3000,0.2793522267206478,0.7206477732793523,0,0,0,0,0,0,0,0,52,148,114,57,102,88,132,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
37119002907,37,119,002907,"Census Tract 29.07, Mecklenburg County, North Carolina",3798,0.04318062137967351,0.9568193786203265,0.6179568193786203,0.06266456029489205,0,0.19010005265929436,0,0,0.08609794628751975,1519,0,0,203,57,262,171,92,0,276,458,1,0.5472803347280335,0.45271966527196655,1519,1755,889,2571,2198,0.5471146822498174,0.4528853177501826,60,0,0,0,0,0,0,0,109,71,121,34,94,55,101,36,0,0,0,0,0,0,0,0,162,13,0,0,0,157,0,0,0,0,34,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002908,37,119,002908,"Census Tract 29.08, Mecklenburg County, North Carolina",3332,0.04201680672268908,0.957983193277311,0.9270708283313326,0.009303721488595438,0,0.009303721488595438,0,0,0.012304921968787515,1504,0,14,201,106,72,40,37,0,69,965,1,0.3448753462603878,0.6551246537396122,1504,1533,984,2337,2126,0.27266187050359714,0.7273381294964029,0,0,0,0,0,0,0,1,63,149,78,92,85,106,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,17,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37119002909,37,119,002909,"Census Tract 29.09, Mecklenburg County, North Carolina",1760,0,1,0.8755681818181819,0,0,0.0846590909090909,0,0,0.03977272727272727,974,0,0,385,0,0,198,134,0,63,194,1,0.185378590078329,0.814621409921671,974,1632,1252,2325,1666,0.6911421911421911,0.30885780885780884,0,0,0,0,0,0,0,0,16,12,93,43,26,0,84,40,0,0,0,0,0,0,0,0,29,19,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119002910,37,119,002910,"Census Tract 29.10, Mecklenburg County, North Carolina",3184,0.009108040201005025,0.990891959798995,0.8128140703517588,0.052763819095477386,0.014761306532663316,0.03329145728643216,0,0,0.07726130653266332,2098,0,44,1151,16,0,0,144,14,99,630,1.0358744394618835,0.47533632286995514,0.5605381165919282,2098,1597,771,2355,2191,0.6672345258375922,0.3327654741624077,0,0,19,0,0,21,0,0,78,48,21,74,18,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003006,37,119,003006,"Census Tract 30.06, Mecklenburg County, North Carolina",4615,0.034886240520043334,0.9651137594799567,0.8370530877573131,0.05308775731310943,0,0.05352112676056338,0,0,0.02145178764897075,2088,0,0,5,75,309,190,102,0,471,936,1,0.4155440414507772,0.5844559585492228,2088,1518,670,2036,1363,0.33992094861660077,0.6600790513833992,0,10,0,0,0,0,0,0,138,136,110,73,77,129,60,54,0,0,0,0,0,0,0,0,58,0,0,0,9,9,0,0,26,0,0,0,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003008,37,119,003008,"Census Tract 30.08, Mecklenburg County, North Carolina",6533,0.10026021735802847,0.8997397826419715,0.7938160110209704,0.04622684830858717,0,0.048522883820603095,0,0,0.011174039491810806,2764,0,0,99,312,320,118,55,0,237,1623,1,0.3023658395845355,0.6976341604154646,2764,1146,707,2246,1841,0.40830188679245283,0.5916981132075472,42,38,0,0,0,42,0,0,146,303,257,10,107,169,101,260,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,51,0,0,0,0,92,51,0,0,0,0,0,0,0,0,0,51,0,0,0,0,92,51
37119003012,37,119,003012,"Census Tract 30.12, Mecklenburg County, North Carolina",4200,0.05904761904761905,0.940952380952381,0.7257142857142858,0.1688095238095238,0,0.020476190476190478,0,0.010476190476190476,0.015476190476190477,2054,0,0,356,62,239,125,34,0,118,1120,1,0.33478639930252835,0.6652136006974717,2054,1469,570,2111,1891,0.4746936600958977,0.5253063399041022,13,22,98,21,65,13,37,76,145,101,88,13,100,116,112,26,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,6,37,17,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,12,0,0
37119003013,37,119,003013,"Census Tract 30.13, Mecklenburg County, North Carolina",4944,0.027710355987055017,0.9722896440129449,0.9110032362459547,0.004449838187702265,0,0.04733009708737864,0,0,0.009506472491909385,1961,0,0,0,0,18,118,0,0,129,1696,1.0187449062754685,0.2713936430317848,0.7473512632436837,1961,1214,666,2657,1850,0.05408216328653146,0.9459178367134685,0,0,0,0,0,0,0,0,162,70,290,120,92,126,219,74,0,0,0,0,0,0,0,0,0,0,10,18,0,0,12,0,0,31,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003015,37,119,003015,"Census Tract 30.15, Mecklenburg County, North Carolina",5487,0.06560962274466922,0.9343903772553308,0.7966101694915254,0.06779661016949153,0,0.0455622380171314,0,0.0012757426644796792,0.02314561691270275,1903,0,7,0,0,0,0,9,27,89,1771,1.0205930807248764,0.33278418451400327,0.6878088962108732,1903,1746,629,1911,1687,0.09879138202837624,0.9012086179716238,0,0,0,26,26,0,0,0,109,105,236,80,127,95,163,56,0,0,0,0,0,0,0,0,0,0,8,0,9,9,14,0,60,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003016,37,119,003016,"Census Tract 30.16, Mecklenburg County, North Carolina",4677,0.036561898652982684,0.9634381013470174,0.50096215522771,0.10412657686551208,0,0.3115244815052384,0,0,0.04682488774855677,1828,0,0,58,392,237,184,32,0,231,694,1.0288808664259927,0.2895306859205776,0.7393501805054151,1828,1448,915,2362,2014,0.5378486055776892,0.46215139442231074,0,0,0,0,0,40,0,64,113,75,74,62,108,36,103,104,0,0,0,0,0,0,0,0,29,34,116,12,33,121,110,32,0,12,0,10,0,8,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
37119003017,37,119,003017,"Census Tract 30.17, Mecklenburg County, North Carolina",3759,0.05426975259377494,0.945730247406225,0.7996807661612131,0.0816706570896515,0,0.02527267890396382,0,0,0.03910614525139665,1571,0,0,18,0,94,12,30,0,148,1269,1,0.3075313807531381,0.6924686192468619,1571,1168,857,2201,1813,0.1419053964023984,0.8580946035976016,0,62,15,0,0,17,0,0,78,69,72,122,157,78,95,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
37119003018,37,119,003018,"Census Tract 30.18, Mecklenburg County, North Carolina",2481,0.036275695284159616,0.9637243047158404,0.8399838774687626,0.04877065699314793,0,0.0592503022974607,0,0.01128577186618299,0.004433696090286175,1273,0,0,38,160,55,82,37,41,267,593,1.0177777777777777,0.28,0.7377777777777778,1273,1394,671,1823,1618,0.3665791776027997,0.6334208223972003,0,9,0,0,0,0,7,0,33,55,51,29,33,49,34,84,0,0,0,0,0,0,0,0,3,9,0,19,0,11,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003019,37,119,003019,"Census Tract 30.19, Mecklenburg County, North Carolina",1960,0,1,0.9209183673469388,0.024489795918367346,0,0.019387755102040816,0,0,0.03520408163265306,910,0,0,63,0,0,46,0,0,59,742,1.0198198198198198,0.27927927927927926,0.7405405405405405,910,1151,893,2921,2060,0.1111111111111111,0.8888888888888888,0,0,11,0,0,0,0,0,34,157,20,10,87,153,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003020,37,119,003020,"Census Tract 30.20, Mecklenburg County, North Carolina",4289,0.01608766612263931,0.9839123338773607,0.9433434366985312,0.01981813942643973,0,0.01608766612263931,0,0,0.004663091629750525,1625,0,0,0,57,0,0,0,16,92,1460,1,0.21802575107296138,0.7819742489270386,1625,NA,944,3391,2540,0.04121750158528852,0.9587824984147115,0,0,0,28,0,0,0,0,53,245,108,150,118,101,252,59,0,0,0,0,0,0,0,0,0,0,13,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003021,37,119,003021,"Census Tract 30.21, Mecklenburg County, North Carolina",2995,0.022370617696160267,0.9776293823038398,0.8834724540901503,0.012353923205342237,0,0.045409015025041737,0,0,0.03639398998330551,1090,0,15,0,55,237,22,13,20,261,467,1,0.12474437627811862,0.8752556237218814,1090,1531,1037,3101,1974,0.3680297397769517,0.6319702602230484,0,0,0,11,0,0,0,0,41,75,142,66,62,155,201,65,0,0,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003022,37,119,003022,"Census Tract 30.22, Mecklenburg County, North Carolina",4027,0.03253041966724609,0.9674695803327539,0.8502607400049664,0.02582567668239384,0,0.031288800595977155,0,0.0019865905140302956,0.05810777253538614,1694,0,0,216,62,53,75,0,0,53,1235,1.212686567164179,0.3572761194029851,0.855410447761194,1694,1958,875,2296,2032,0.1252371916508539,0.8747628083491461,0,0,0,0,0,0,0,0,140,99,309,0,78,173,265,27,0,0,0,0,0,0,0,0,0,26,21,0,0,0,9,0,0,3,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
37119003102,37,119,003102,"Census Tract 31.02, Mecklenburg County, North Carolina",4095,0.2192918192918193,0.7807081807081807,0.6024420024420024,0.1094017094017094,0.031746031746031744,0.010256410256410256,0,0,0.026862026862026864,2277,0,0,338,285,169,37,102,72,181,1093,1.1079136690647482,0.6882494004796164,0.4196642685851319,2277,1184,546,1688,1488,0.565416285452882,0.434583714547118,0,0,0,0,0,55,0,0,66,0,14,0,62,0,26,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,19,0,0,98,13,31,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0
37119003105,37,119,003105,"Census Tract 31.05, Mecklenburg County, North Carolina",3793,0.052728710783021354,0.9472712892169787,0.8932243606643817,0.028473503822831533,0,0.006063801740047456,0,0.004745583970471922,0.01476403901924598,1826,0,7,34,0,18,214,62,0,289,1202,1.024745269286754,0.5342066957787481,0.49053857350800584,1826,1488,645,1747,1459,0.14052478134110788,0.8594752186588921,0,0,0,8,0,0,0,0,157,57,44,53,174,36,60,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
37119003106,37,119,003106,"Census Tract 31.06, Mecklenburg County, North Carolina",4861,0.3511623122814236,0.6488376877185764,0.44579304669821024,0.15284920798189672,0.001440032915038058,0.02098333676198313,0,0,0.027772063361448263,1882,0,0,1,25,85,113,32,59,705,862,1.0508182601205858,0.5271317829457365,0.5236864771748493,1882,1161,450,1589,1455,0.2835332606324973,0.7164667393675027,83,0,34,33,0,0,80,12,57,24,39,8,66,25,0,23,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,281,289,60,50,70,34,30,54,0,0,0,0,0,0,0,0,0,31,34,28,0,0,30,0
